timestamp,adc_value,status_value
2025-07-15T00:31:10.764336,93,150
2025-07-15T00:31:10.864433,103,150
2025-07-15T00:31:10.964333,80,150
2025-07-15T00:31:11.064335,44,150
2025-07-15T00:31:11.164323,95,150
2025-07-15T00:31:11.264336,87,150
2025-07-15T00:31:11.364345,81,150
2025-07-15T00:31:11.464343,80,150
2025-07-15T00:31:11.564338,73,150
2025-07-15T00:31:11.664474,95,150
2025-07-15T00:31:11.764457,144,150
2025-07-15T00:31:11.864182,80,150
2025-07-15T00:31:11.964332,53,150
2025-07-15T00:31:12.064327,67,150
2025-07-15T00:31:12.164390,11,150
2025-07-15T00:31:12.264279,7,150
2025-07-15T00:31:12.364349,14,150
2025-07-15T00:31:12.464105,73,150
2025-07-15T00:31:12.564224,42,150
2025-07-15T00:31:12.664366,43,150
2025-07-15T00:31:12.764349,67,150
2025-07-15T00:31:12.864361,70,150
2025-07-15T00:31:12.964364,67,150
2025-07-15T00:31:13.064201,29,150
2025-07-15T00:31:13.164363,27,150
2025-07-15T00:31:13.264353,14,150
2025-07-15T00:31:13.364379,18,150
2025-07-15T00:31:13.464287,0,150
2025-07-15T00:31:13.564289,0,150
2025-07-15T00:31:13.664300,3,150
2025-07-15T00:31:13.764374,0,150
2025-07-15T00:31:13.864288,2,150
2025-07-15T00:31:13.964376,19,150
2025-07-15T00:31:14.064375,18,150
2025-07-15T00:31:14.164362,14,150
2025-07-15T00:31:14.264354,44,150
2025-07-15T00:31:14.364369,38,150
2025-07-15T00:31:14.464383,49,150
2025-07-15T00:31:14.564372,35,150
2025-07-15T00:31:14.664373,32,150
2025-07-15T00:31:14.764377,63,150
2025-07-15T00:31:14.864398,70,150
2025-07-15T00:31:14.964387,66,150
2025-07-15T00:31:15.064384,76,150
2025-07-15T00:31:15.164196,97,150
2025-07-15T00:31:15.264178,47,150
2025-07-15T00:31:15.364386,46,150
2025-07-15T00:31:15.464401,42,150
2025-07-15T00:31:15.564395,16,150
2025-07-15T00:31:15.664292,0,150
2025-07-15T00:31:15.764320,0,150
2025-07-15T00:31:15.864305,0,150
2025-07-15T00:31:15.964309,0,150
2025-07-15T00:31:16.064308,0,150
2025-07-15T00:31:16.164263,0,150
2025-07-15T00:31:16.264309,0,150
2025-07-15T00:31:16.364451,49,150
2025-07-15T00:31:16.464515,130,150
2025-07-15T00:31:16.564471,147,150
2025-07-15T00:31:16.664606,106,150
2025-07-15T00:31:16.764285,0,150
2025-07-15T00:31:16.864391,0,150
2025-07-15T00:31:16.964112,0,150
2025-07-15T00:31:17.064232,0,150
2025-07-15T00:31:17.164321,0,150
2025-07-15T00:31:17.264323,0,150
2025-07-15T00:31:17.364352,0,150
2025-07-15T00:31:17.464062,0,150
2025-07-15T00:31:17.564029,0,150
2025-07-15T00:31:17.664002,0,150
2025-07-15T00:31:17.763995,0,150
2025-07-15T00:31:17.863983,0,150
2025-07-15T00:31:17.963942,0,150
2025-07-15T00:31:18.063979,0,150
2025-07-15T00:31:18.164064,0,150
2025-07-15T00:31:18.264310,0,150
2025-07-15T00:31:18.364308,0,150
2025-07-15T00:31:18.464450,0,150
2025-07-15T00:31:18.564296,0,150
2025-07-15T00:31:18.664123,0,150
2025-07-15T00:31:18.764130,0,150
2025-07-15T00:31:18.864300,0,150
2025-07-15T00:31:18.964380,0,150
2025-07-15T00:31:19.064444,66,150
2025-07-15T00:31:19.164286,272,150
2025-07-15T00:31:19.264514,460,150
2025-07-15T00:31:19.364520,937,150
2025-07-15T00:31:19.464616,2164,150
2025-07-15T00:31:19.564629,2192,150
2025-07-15T00:31:19.664652,2460,150
2025-07-15T00:31:19.764645,2363,150
2025-07-15T00:31:19.864643,2953,150
2025-07-15T00:31:19.964643,4095,150
2025-07-15T00:31:20.064635,4095,150
2025-07-15T00:31:20.164422,4095,150
2025-07-15T00:31:20.264659,2256,150
2025-07-15T00:31:20.364631,1577,150
2025-07-15T00:31:20.464655,1196,150
2025-07-15T00:31:20.564541,879,150
2025-07-15T00:31:20.664707,691,150
2025-07-15T00:31:20.764553,713,150
2025-07-15T00:31:20.864555,587,150
2025-07-15T00:31:20.964553,589,150
2025-07-15T00:31:21.064342,871,150
2025-07-15T00:31:21.164292,719,150
2025-07-15T00:31:21.264574,647,150
2025-07-15T00:31:21.364572,585,150
2025-07-15T00:31:21.464573,386,150
2025-07-15T00:31:21.564569,202,150
2025-07-15T00:31:21.664629,161,150
2025-07-15T00:31:21.764480,25,150
2025-07-15T00:31:21.864375,0,150
2025-07-15T00:31:21.964369,0,150
2025-07-15T00:31:22.064379,0,150
2025-07-15T00:31:22.164382,0,150
2025-07-15T00:31:22.264381,0,150
2025-07-15T00:31:22.364376,0,150
2025-07-15T00:31:22.464130,0,150
2025-07-15T00:31:22.564089,0,150
2025-07-15T00:31:22.664062,0,150
2025-07-15T00:31:22.764133,32,150
2025-07-15T00:31:22.864120,38,150
2025-07-15T00:31:22.964123,48,150
2025-07-15T00:31:23.064120,15,150
2025-07-15T00:31:23.164230,18,150
2025-07-15T00:31:23.264198,16,150
2025-07-15T00:31:23.364412,2,150
2025-07-15T00:31:23.464539,15,150
2025-07-15T00:31:23.564516,41,150
2025-07-15T00:31:23.664512,33,150
2025-07-15T00:31:23.764636,57,150
2025-07-15T00:31:23.864499,61,150
2025-07-15T00:31:23.964502,45,150
2025-07-15T00:31:24.064508,63,150
2025-07-15T00:31:24.164575,167,150
2025-07-15T00:31:24.264514,53,150
2025-07-15T00:31:24.364266,51,150
2025-07-15T00:31:24.464439,28,150
2025-07-15T00:31:24.564419,0,150
2025-07-15T00:31:24.664422,0,150
2025-07-15T00:31:24.764558,0,150
2025-07-15T00:31:24.864334,0,150
2025-07-15T00:31:24.964432,0,150
2025-07-15T00:31:25.064429,0,150
2025-07-15T00:31:25.164435,0,150
2025-07-15T00:31:25.264178,0,150
2025-07-15T00:31:25.364541,19,150
2025-07-15T00:31:25.464642,99,150
2025-07-15T00:31:25.564381,123,150
2025-07-15T00:31:25.664653,190,150
2025-07-15T00:31:25.764656,281,150
2025-07-15T00:31:25.864692,208,150
2025-07-15T00:31:25.964401,172,150
2025-07-15T00:31:26.064542,94,150
2025-07-15T00:31:26.164297,24,150
2025-07-15T00:31:26.264547,38,150
2025-07-15T00:31:26.364398,0,150
2025-07-15T00:31:26.464461,0,150
2025-07-15T00:31:26.564453,0,150
2025-07-15T00:31:26.664457,0,150
2025-07-15T00:31:26.764455,0,150
2025-07-15T00:31:26.864295,0,150
2025-07-15T00:31:26.964464,0,150
2025-07-15T00:31:27.064458,0,150
2025-07-15T00:31:27.164485,0,150
2025-07-15T00:31:27.264457,0,150
2025-07-15T00:31:27.364664,453,150
2025-07-15T00:31:27.464483,1688,150
2025-07-15T00:31:27.564766,2490,150
2025-07-15T00:31:27.664759,3238,150
2025-07-15T00:31:27.764769,4095,150
2025-07-15T00:31:27.864769,4095,150
2025-07-15T00:31:27.964772,4095,150
2025-07-15T00:31:28.064917,4095,150
2025-07-15T00:31:28.164754,4095,150
2025-07-15T00:31:28.264777,1969,150
2025-07-15T00:31:28.364680,803,150
2025-07-15T00:31:28.464482,0,150
2025-07-15T00:31:28.564489,0,150
2025-07-15T00:31:28.664468,0,150
2025-07-15T00:31:28.764479,0,150
2025-07-15T00:31:28.864488,0,150
2025-07-15T00:31:28.964616,0,150
2025-07-15T00:31:29.064490,0,150
2025-07-15T00:31:29.164525,0,150
2025-07-15T00:31:29.264468,0,150
2025-07-15T00:31:29.364488,0,150
2025-07-15T00:31:29.464404,0,150
2025-07-15T00:31:29.564627,0,150
2025-07-15T00:31:29.664210,0,150
2025-07-15T00:31:29.764301,0,150
2025-07-15T00:31:29.864344,0,150
2025-07-15T00:31:29.964533,0,150
2025-07-15T00:31:30.064513,0,150
2025-07-15T00:31:30.164507,0,150
2025-07-15T00:31:30.264509,0,150
2025-07-15T00:31:30.364511,0,150
2025-07-15T00:31:30.464522,0,150
2025-07-15T00:31:30.564513,0,150
2025-07-15T00:31:30.664520,0,150
2025-07-15T00:31:30.764725,139,150
2025-07-15T00:31:30.864627,64,150
2025-07-15T00:31:30.964625,71,150
2025-07-15T00:31:31.064644,80,150
2025-07-15T00:31:31.164637,83,150
2025-07-15T00:31:31.264634,76,150
2025-07-15T00:31:31.364528,0,150
2025-07-15T00:31:31.464634,86,150
2025-07-15T00:31:31.564731,107,150
2025-07-15T00:31:31.664636,77,150
2025-07-15T00:31:31.764614,51,150
2025-07-15T00:31:31.864636,10,150
2025-07-15T00:31:31.964539,0,150
2025-07-15T00:31:32.064641,22,150
2025-07-15T00:31:32.164757,35,150
2025-07-15T00:31:32.264652,48,150
2025-07-15T00:31:32.364640,58,150
2025-07-15T00:31:32.464426,48,150
2025-07-15T00:31:32.564357,19,150
2025-07-15T00:31:32.664388,90,150
2025-07-15T00:31:32.764409,11,150
2025-07-15T00:31:32.864563,13,150
2025-07-15T00:31:32.964553,0,150
2025-07-15T00:31:33.064557,0,150
2025-07-15T00:31:33.164671,10,150
2025-07-15T00:31:33.264563,0,150
2025-07-15T00:31:33.364408,17,150
2025-07-15T00:31:33.464382,23,150
2025-07-15T00:31:33.564663,45,150
2025-07-15T00:31:33.664650,29,150
2025-07-15T00:31:33.764679,35,150
2025-07-15T00:31:33.864413,64,150
2025-07-15T00:31:33.964396,65,150
2025-07-15T00:31:34.064413,72,150
2025-07-15T00:31:34.164674,96,150
2025-07-15T00:31:34.264791,55,150
2025-07-15T00:31:34.364673,50,150
2025-07-15T00:31:34.464658,42,150
2025-07-15T00:31:34.564821,17,150
2025-07-15T00:31:34.664526,0,150
2025-07-15T00:31:34.764731,0,150
2025-07-15T00:31:34.864582,0,150
2025-07-15T00:31:34.964588,0,150
2025-07-15T00:31:35.064582,0,150
2025-07-15T00:31:35.164580,0,150
2025-07-15T00:31:35.264697,0,150
2025-07-15T00:31:35.364596,0,150
2025-07-15T00:31:35.464586,0,150
2025-07-15T00:31:35.564686,16,150
2025-07-15T00:31:35.664694,21,150
2025-07-15T00:31:35.764685,61,150
2025-07-15T00:31:35.864827,87,150
2025-07-15T00:31:35.964803,130,150
2025-07-15T00:31:36.064806,128,150
2025-07-15T00:31:36.164772,106,150
2025-07-15T00:31:36.264697,61,150
2025-07-15T00:31:36.364812,45,150
2025-07-15T00:31:36.464604,0,150
2025-07-15T00:31:36.564602,0,150
2025-07-15T00:31:36.664605,0,150
2025-07-15T00:31:36.764607,0,150
2025-07-15T00:31:36.864745,0,150
2025-07-15T00:31:36.964607,0,150
2025-07-15T00:31:37.064613,0,150
2025-07-15T00:31:37.164765,0,150
2025-07-15T00:31:37.264607,0,150
2025-07-15T00:31:37.365058,102,150
2025-07-15T00:31:37.464520,206,150
2025-07-15T00:31:37.564503,254,150
2025-07-15T00:31:37.664467,272,150
2025-07-15T00:31:37.764457,273,150
2025-07-15T00:31:37.864441,294,150
2025-07-15T00:31:37.964446,382,150
2025-07-15T00:31:38.064606,256,150
2025-07-15T00:31:38.164849,229,150
2025-07-15T00:31:38.264886,181,150
2025-07-15T00:31:38.364551,143,150
2025-07-15T00:31:38.464629,108,150
2025-07-15T00:31:38.564759,59,150
2025-07-15T00:31:38.664772,47,150
2025-07-15T00:31:38.764637,8,150
2025-07-15T00:31:38.864742,18,150
2025-07-15T00:31:38.964765,0,150
2025-07-15T00:31:39.064647,0,150
2025-07-15T00:31:39.164645,0,150
2025-07-15T00:31:39.264644,0,150
2025-07-15T00:31:39.364540,36,150
2025-07-15T00:31:39.464725,0,150
2025-07-15T00:31:39.564642,0,150
2025-07-15T00:31:39.664626,0,150
2025-07-15T00:31:39.764629,0,150
2025-07-15T00:31:39.864609,0,150
2025-07-15T00:31:39.964753,51,150
2025-07-15T00:31:40.064904,61,150
2025-07-15T00:31:40.164580,64,150
2025-07-15T00:31:40.264648,0,150
2025-07-15T00:31:40.364651,0,150
2025-07-15T00:31:40.464654,0,150
2025-07-15T00:31:40.564863,31,150
2025-07-15T00:31:40.664755,27,150
2025-07-15T00:31:40.764768,47,150
2025-07-15T00:31:40.864772,51,150
2025-07-15T00:31:40.964766,56,150
2025-07-15T00:31:41.064818,64,150
2025-07-15T00:31:41.164681,6,150
2025-07-15T00:31:41.264780,56,150
2025-07-15T00:31:41.364768,16,150
2025-07-15T00:31:41.464759,16,150
2025-07-15T00:31:41.564761,1,150
2025-07-15T00:31:41.664686,0,150
2025-07-15T00:31:41.764690,0,150
2025-07-15T00:31:41.864482,0,150
2025-07-15T00:31:41.964928,0,150
2025-07-15T00:31:42.064721,0,150
2025-07-15T00:31:42.164685,12,150
2025-07-15T00:31:42.264897,193,150
2025-07-15T00:31:42.364653,203,150
2025-07-15T00:31:42.464644,152,150
2025-07-15T00:31:42.564540,19,150
2025-07-15T00:31:42.664415,0,150
2025-07-15T00:31:42.764801,81,150
2025-07-15T00:31:42.864900,915,150
2025-07-15T00:31:42.964906,656,150
2025-07-15T00:31:43.064905,502,150
2025-07-15T00:31:43.164585,340,150
2025-07-15T00:31:43.264572,272,150
2025-07-15T00:31:43.364593,220,150
2025-07-15T00:31:43.464669,144,150
2025-07-15T00:31:43.565009,173,150
2025-07-15T00:31:43.664870,167,150
2025-07-15T00:31:43.765029,122,150
2025-07-15T00:31:43.864904,113,150
2025-07-15T00:31:43.964516,48,150
2025-07-15T00:31:44.064863,103,150
2025-07-15T00:31:44.164823,88,150
2025-07-15T00:31:44.264571,64,150
2025-07-15T00:31:44.364900,112,150
2025-07-15T00:31:44.464813,91,150
2025-07-15T00:31:44.564907,128,150
2025-07-15T00:31:44.664799,69,150
2025-07-15T00:31:44.764595,27,150
2025-07-15T00:31:44.864817,39,150
2025-07-15T00:31:44.964805,13,150
2025-07-15T00:31:45.064790,16,150
2025-07-15T00:31:45.164798,27,150
2025-07-15T00:31:45.264842,33,150
2025-07-15T00:31:45.364839,26,150
2025-07-15T00:31:45.464919,209,150
2025-07-15T00:31:45.564550,36,150
2025-07-15T00:31:45.664821,15,150
2025-07-15T00:31:45.764822,32,150
2025-07-15T00:31:45.864745,0,150
2025-07-15T00:31:45.964615,44,150
2025-07-15T00:31:46.064829,28,150
2025-07-15T00:31:46.164822,17,150
2025-07-15T00:31:46.264532,40,150
2025-07-15T00:31:46.365004,17,150
2025-07-15T00:31:46.464627,0,150
2025-07-15T00:31:46.564737,0,150
2025-07-15T00:31:46.664573,0,150
2025-07-15T00:31:46.764464,0,150
2025-07-15T00:31:46.865002,57,150
2025-07-15T00:31:46.964748,0,150
2025-07-15T00:31:47.064745,0,150
2025-07-15T00:31:47.164733,0,150
2025-07-15T00:31:47.264742,0,150
2025-07-15T00:31:47.364859,0,150
2025-07-15T00:31:47.464564,0,150
2025-07-15T00:31:47.564703,0,150
2025-07-15T00:31:47.664751,0,150
2025-07-15T00:31:47.764742,0,150
2025-07-15T00:31:47.864672,0,150
2025-07-15T00:31:47.964766,0,150
2025-07-15T00:31:48.064765,0,150
2025-07-15T00:31:48.164759,0,150
2025-07-15T00:31:48.264550,0,150
2025-07-15T00:31:48.364780,0,150
2025-07-15T00:31:48.464768,0,150
2025-07-15T00:31:48.564761,0,150
2025-07-15T00:31:48.664762,0,150
2025-07-15T00:31:48.764765,0,150
2025-07-15T00:31:48.864769,0,150
2025-07-15T00:31:48.964771,0,150
2025-07-15T00:31:49.064775,0,150
2025-07-15T00:31:49.164572,0,150
2025-07-15T00:31:49.264539,0,150
2025-07-15T00:31:49.364794,0,150
2025-07-15T00:31:49.464897,0,150
2025-07-15T00:31:49.564593,0,150
